1 	 -0.049900 
2 	 -0.041500 
3 	 -0.033400 
4 	 -0.025600 
5 	 -0.018100 
6 	 -0.010800 
7 	 -0.003800 
8 	 0.003000 
9 	 0.009600 
10 	 0.015900 
11 	 0.022100 
12 	 0.028000 
13 	 0.033800 
14 	 0.039400 
15 	 0.044900 
16 	 0.050200 
17 	 0.055400 
18 	 0.060400 
19 	 0.065400 
20 	 0.070300 
21 	 0.075100 
22 	 0.079800 
23 	 0.084500 
24 	 0.089100 
25 	 0.093700 
26 	 0.098200 
27 	 0.102800 
28 	 0.107400 
29 	 0.111900 
30 	 0.116500 
31 	 0.121100 
32 	 0.125800 
33 	 0.130600 
34 	 0.135400 
35 	 0.140400 
36 	 0.145400 
37 	 0.150700 
38 	 0.156000 
39 	 0.161600 
40 	 0.167300 
41 	 0.173300 
42 	 0.179400 
43 	 0.185800 
44 	 0.192500 
45 	 0.199400 
46 	 0.206500 
47 	 0.213900 
48 	 0.221600 
49 	 0.229500 
50 	 0.237700 
51 	 0.246200 
52 	 0.254900 
53 	 0.263800 
54 	 0.272900 
55 	 0.282300 
56 	 0.291800 
57 	 0.301600 
58 	 0.311400 
59 	 0.321400 
60 	 0.331500 
61 	 0.341700 
62 	 0.351900 
63 	 0.362100 
64 	 0.372300 
65 	 0.382400 
66 	 0.392500 
67 	 0.402500 
68 	 0.412400 
69 	 0.422200 
70 	 0.431800 
71 	 0.441200 
72 	 0.450400 
73 	 0.459400 
74 	 0.468200 
75 	 0.476800 
76 	 0.485200 
77 	 0.493300 
78 	 0.501200 
79 	 0.508900 
80 	 0.516300 
81 	 0.523600 
82 	 0.530700 
83 	 0.537500 
84 	 0.544200 
85 	 0.550800 
86 	 0.557200 
87 	 0.563600 
88 	 0.569800 
89 	 0.576000 
90 	 0.582200 
91 	 0.588300 
92 	 0.594400 
93 	 0.600600 
94 	 0.606700 
95 	 0.612900 
96 	 0.619200 
97 	 0.625600 
98 	 0.632000 
99 	 0.638500 
100 	 0.645000 
101 	 0.651700 
102 	 0.658400 
103 	 0.665200 
104 	 0.672000 
105 	 0.678900 
106 	 0.685900 
107 	 0.692900 
108 	 0.699900 
109 	 0.707000 
110 	 0.714000 
111 	 0.720900 
112 	 0.727900 
113 	 0.734700 
114 	 0.741500 
115 	 0.748100 
116 	 0.754600 
117 	 0.761000 
118 	 0.767200 
119 	 0.773200 
120 	 0.779000 
121 	 0.784500 
122 	 0.789900 
123 	 0.795000 
124 	 0.799900 
125 	 0.804500 
126 	 0.808900 
127 	 0.813000 
128 	 0.816900 
129 	 0.820500 
130 	 0.823800 
131 	 0.827000 
132 	 0.829900 
133 	 0.832600 
134 	 0.835100 
135 	 0.837500 
136 	 0.839700 
137 	 0.841700 
138 	 0.843600 
139 	 0.845400 
140 	 0.847100 
141 	 0.848800 
142 	 0.850400 
143 	 0.852000 
144 	 0.853600 
145 	 0.855200 
146 	 0.856900 
147 	 0.858600 
148 	 0.860400 
149 	 0.862400 
150 	 0.864400 
151 	 0.866500 
152 	 0.868900 
153 	 0.871300 
154 	 0.874000 
155 	 0.876900 
156 	 0.879900 
157 	 0.883200 
158 	 0.886700 
159 	 0.890500 
160 	 0.894500 
161 	 0.898700 
162 	 0.903100 
163 	 0.907800 
164 	 0.912800 
165 	 0.918000 
166 	 0.923400 
167 	 0.929100 
168 	 0.935000 
169 	 0.941100 
170 	 0.947400 
171 	 0.954000 
172 	 0.960700 
173 	 0.967700 
174 	 0.974800 
175 	 0.982100 
176 	 0.989600 
177 	 0.997200 
178 	 1.004900 
179 	 1.012800 
180 	 1.020700 
181 	 1.028800 
182 	 1.037000 
183 	 1.045200 
184 	 1.053500 
185 	 1.061800 
186 	 1.070200 
187 	 1.078600 
188 	 1.087000 
189 	 1.095400 
190 	 1.103800 
191 	 1.112200 
192 	 1.120600 
193 	 1.129000 
194 	 1.137300 
195 	 1.145600 
196 	 1.153800 
197 	 1.162000 
198 	 1.170200 
199 	 1.178300 
200 	 1.186400 
201 	 1.194500 
202 	 1.202500 
203 	 1.210500 
204 	 1.218400 
205 	 1.226200 
206 	 1.233900 
207 	 1.241600 
208 	 1.249000 
209 	 1.256400 
210 	 1.263700 
211 	 1.270800 
212 	 1.277700 
213 	 1.284600 
214 	 1.291300 
215 	 1.297900 
216 	 1.304300 
217 	 1.310600 
218 	 1.316800 
219 	 1.322900 
220 	 1.328900 
221 	 1.334700 
222 	 1.340400 
223 	 1.346000 
224 	 1.351600 
225 	 1.357000 
226 	 1.362300 
227 	 1.367500 
228 	 1.372600 
229 	 1.377700 
